image_id,label
ISIC_0029879,5
ISIC_0030647,5
ISIC_0031087,4
ISIC_0029626,5
ISIC_0034032,5
ISIC_0030982,5
ISIC_0028097,5
ISIC_0025490,5
ISIC_0030393,5
ISIC_0029520,5
ISIC_0033108,5
ISIC_0031434,5
ISIC_0030093,5
ISIC_0024403,1
ISIC_0031231,5
ISIC_0028995,2
ISIC_0032086,5
ISIC_0034044,5
ISIC_0033996,5
ISIC_0031008,2
ISIC_0029331,1
ISIC_0029258,5
ISIC_0033983,5
ISIC_0032448,5
ISIC_0031382,5
ISIC_0030923,5
ISIC_0027941,5
ISIC_0031537,2
ISIC_0025917,5
ISIC_0031845,5
ISIC_0030667,5
ISIC_0027554,5
ISIC_0030625,5
ISIC_0030985,5
ISIC_0028443,5
ISIC_0031520,1
ISIC_0028767,5
ISIC_0033110,5
ISIC_0024516,4
ISIC_0024540,5
ISIC_0029452,5
ISIC_0031345,2
ISIC_0030293,5
ISIC_0024750,5
ISIC_0025033,2
ISIC_0032693,5
ISIC_0028029,4
ISIC_0029937,4
ISIC_0027097,5
ISIC_0031264,5
ISIC_0030110,4
ISIC_0024367,4
ISIC_0033441,5
ISIC_0024559,5
ISIC_0033486,2
ISIC_0034230,5
ISIC_0032019,4
ISIC_0030668,5
ISIC_0026624,5
ISIC_0027789,5
ISIC_0032755,5
ISIC_0024331,1
ISIC_0032884,5
ISIC_0024717,5
ISIC_0029766,5
ISIC_0033068,4
ISIC_0024932,4
ISIC_0027638,5
ISIC_0025797,5
ISIC_0026639,5
ISIC_0024521,5
ISIC_0024928,5
ISIC_0024780,5
ISIC_0031704,5
ISIC_0032575,5
ISIC_0033495,5
ISIC_0034303,2
ISIC_0028348,5
ISIC_0030437,5
ISIC_0027080,5
ISIC_0033738,5
ISIC_0029675,5
ISIC_0031923,5
ISIC_0024659,5
ISIC_0032891,5
ISIC_0027689,5
ISIC_0031208,4
ISIC_0034239,4
ISIC_0033710,4
ISIC_0032276,5
ISIC_0031106,5
ISIC_0031475,5
ISIC_0031874,0
ISIC_0029496,5
ISIC_0031055,5
ISIC_0028841,5
ISIC_0031338,5
ISIC_0027742,4
ISIC_0025231,5
ISIC_0033875,5
ISIC_0028013,5
ISIC_0030962,5
ISIC_0026124,5
ISIC_0032472,5
ISIC_0027626,3
ISIC_0032223,5
ISIC_0025045,5
ISIC_0030510,5
ISIC_0028507,5
ISIC_0027056,5
ISIC_0031330,5
ISIC_0030700,2
ISIC_0024366,5
ISIC_0032530,5
ISIC_0024945,5
ISIC_0027988,5
ISIC_0024400,4
ISIC_0031819,2
ISIC_0028658,5
ISIC_0027546,1
ISIC_0033477,4
ISIC_0029074,5
ISIC_0028805,5
ISIC_0029948,5
ISIC_0033193,4
ISIC_0029359,5
ISIC_0024485,5
ISIC_0034170,4
ISIC_0024674,5
ISIC_0033028,5
ISIC_0027738,5
ISIC_0031310,4
ISIC_0026702,0
ISIC_0031919,5
ISIC_0031380,5
ISIC_0032313,4
ISIC_0026716,1
ISIC_0029155,5
ISIC_0030424,5
ISIC_0026083,0
ISIC_0030927,5
ISIC_0028833,5
ISIC_0025832,4
ISIC_0031110,5
ISIC_0033284,2
ISIC_0028749,2
ISIC_0031742,5
ISIC_0032600,5
ISIC_0024388,5
ISIC_0024897,1
ISIC_0030291,5
ISIC_0030806,2
ISIC_0025713,5
ISIC_0026528,1
ISIC_0033935,5
ISIC_0025791,4
ISIC_0029030,5
ISIC_0028860,4
ISIC_0026599,5
ISIC_0030152,5
ISIC_0030655,0
ISIC_0024837,5
ISIC_0024558,5
ISIC_0032294,5
ISIC_0024787,1
ISIC_0031082,5
ISIC_0024778,5
ISIC_0026212,0
ISIC_0025840,5
ISIC_0026145,5
ISIC_0028566,5
ISIC_0025108,5
ISIC_0024579,0
ISIC_0028448,2
ISIC_0031256,5
ISIC_0031409,5
ISIC_0034024,2
ISIC_0030826,0
ISIC_0027840,5
ISIC_0027258,5
ISIC_0033489,5
ISIC_0027065,4
ISIC_0032123,2
ISIC_0027603,5
ISIC_0030114,1
ISIC_0025964,4
ISIC_0034137,5
ISIC_0031289,2
ISIC_0025115,5
ISIC_0025757,5
ISIC_0027669,4
ISIC_0029985,5
ISIC_0033151,0
ISIC_0032397,0
ISIC_0025000,5
ISIC_0031386,4
ISIC_0029371,0
ISIC_0025508,5
ISIC_0028207,5
ISIC_0028196,5
ISIC_0027480,4
ISIC_0030287,5
ISIC_0034038,5
ISIC_0027032,5
ISIC_0032780,5
ISIC_0029396,2
ISIC_0031464,2
ISIC_0026209,5
ISIC_0034286,5
ISIC_0028269,5
ISIC_0024689,5
ISIC_0032861,5
ISIC_0033579,1
ISIC_0027418,5
ISIC_0031985,5
ISIC_0028308,2
ISIC_0025993,5
ISIC_0024530,5
ISIC_0024931,1
ISIC_0028732,5
ISIC_0026543,5
ISIC_0030254,5
ISIC_0027620,4
ISIC_0025106,5
ISIC_0033921,5
ISIC_0031905,5
ISIC_0028733,5
ISIC_0028811,5
ISIC_0029710,5
ISIC_0025764,5
ISIC_0027227,5
ISIC_0028356,5
ISIC_0027252,5
ISIC_0032849,5
ISIC_0026680,5
ISIC_0028324,5
ISIC_0033677,2
ISIC_0032343,2
ISIC_0024936,5
ISIC_0030397,5
ISIC_0031811,5
ISIC_0027052,5
ISIC_0029330,5
ISIC_0033228,5
ISIC_0027105,4
ISIC_0027469,5
ISIC_0029444,5
ISIC_0028373,5
ISIC_0030225,5
ISIC_0030682,5
ISIC_0026717,2
ISIC_0032866,6
ISIC_0026981,0
ISIC_0024582,1
ISIC_0027548,5
ISIC_0025077,5
ISIC_0031632,5
ISIC_0028828,5
ISIC_0032054,5
ISIC_0027923,5
ISIC_0033117,4
ISIC_0032220,4
ISIC_0033690,5
ISIC_0032130,5
ISIC_0024495,2
ISIC_0033924,2
ISIC_0030218,5
ISIC_0025941,4
ISIC_0028847,4
ISIC_0025893,5
ISIC_0029410,5
ISIC_0025934,5
ISIC_0028971,5
ISIC_0026852,5
ISIC_0033139,5
ISIC_0026527,5
ISIC_0033903,5
ISIC_0029230,1
ISIC_0026830,5
ISIC_0029913,4
ISIC_0032525,5
ISIC_0028042,5
ISIC_0024402,6
ISIC_0024352,5
ISIC_0027526,1
ISIC_0031940,0
ISIC_0029376,5
ISIC_0024743,1
ISIC_0028335,0
ISIC_0024313,4
ISIC_0031504,5
ISIC_0026951,5
ISIC_0030752,5
ISIC_0028361,4
ISIC_0031056,1
ISIC_0026135,2
ISIC_0025487,5
ISIC_0030834,5
ISIC_0025352,5
ISIC_0032340,5
ISIC_0034249,5
ISIC_0029097,5
ISIC_0029009,5
ISIC_0027211,5
ISIC_0026282,1
ISIC_0027067,4
ISIC_0031440,5
ISIC_0024374,5
ISIC_0029614,5
ISIC_0031130,2
ISIC_0026497,5
ISIC_0025181,5
ISIC_0026569,5
ISIC_0028043,2
ISIC_0029176,2
ISIC_0024363,5
ISIC_0028371,5
ISIC_0028336,2
ISIC_0027019,5
ISIC_0030077,5
ISIC_0029024,5
ISIC_0030562,5
ISIC_0031693,5
ISIC_0025022,5
ISIC_0028048,5
ISIC_0026632,5
ISIC_0027198,5
ISIC_0033368,4
ISIC_0025202,5
ISIC_0034114,5
ISIC_0025965,5
ISIC_0030645,5
ISIC_0027195,5
ISIC_0027043,4
ISIC_0031361,5
ISIC_0028647,5
ISIC_0030737,1
ISIC_0032692,6
ISIC_0029349,5
ISIC_0028994,1
ISIC_0029952,5
ISIC_0025060,5
ISIC_0026036,5
ISIC_0027375,5
ISIC_0034108,5
ISIC_0029931,2
ISIC_0033009,5
ISIC_0027968,5
ISIC_0032720,5
ISIC_0029798,5
ISIC_0027147,5
ISIC_0024712,5
ISIC_0025186,5
ISIC_0028179,5
ISIC_0030316,2
ISIC_0029662,5
ISIC_0033295,0
ISIC_0033343,5
ISIC_0024910,2
ISIC_0026373,5
ISIC_0027796,2
ISIC_0033608,6
ISIC_0033268,4
ISIC_0029694,5
ISIC_0028189,5
ISIC_0033374,5
ISIC_0027732,5
ISIC_0030692,5
ISIC_0025844,5
ISIC_0030516,5
ISIC_0032875,4
ISIC_0027214,5
ISIC_0030707,0
ISIC_0028602,5
ISIC_0028226,5
ISIC_0027412,5
ISIC_0026872,0
ISIC_0025800,4
ISIC_0033842,5
ISIC_0033551,1
ISIC_0029190,5
ISIC_0032063,2
ISIC_0025290,5
ISIC_0028778,5
ISIC_0029328,5
ISIC_0025126,5
ISIC_0033545,4
ISIC_0024640,4
ISIC_0026635,5
ISIC_0027953,2
ISIC_0033291,5
ISIC_0025343,5
ISIC_0025356,5
ISIC_0028548,4
ISIC_0033326,5
ISIC_0029277,5
ISIC_0032099,2
ISIC_0031570,0
ISIC_0030210,5
ISIC_0027919,5
ISIC_0033167,5
ISIC_0029928,5
ISIC_0032298,5
ISIC_0032177,5
ISIC_0027468,5
ISIC_0030999,5
ISIC_0033745,5
ISIC_0031048,5
ISIC_0026041,5
ISIC_0024855,5
ISIC_0024751,5
ISIC_0033218,1
ISIC_0031138,2
ISIC_0028766,5
ISIC_0031863,5
ISIC_0024653,5
ISIC_0032116,2
ISIC_0032401,5
ISIC_0027426,5
ISIC_0024662,6
ISIC_0026594,5
ISIC_0027904,4
ISIC_0026738,4
ISIC_0030559,5
ISIC_0028921,5
ISIC_0033003,5
ISIC_0032739,5
ISIC_0032588,5
ISIC_0032166,5
ISIC_0030920,5
ISIC_0027504,2
ISIC_0025081,4
ISIC_0029651,4
ISIC_0024564,1
ISIC_0033001,1
ISIC_0025410,5
ISIC_0029954,5
ISIC_0024451,5
ISIC_0030527,5
ISIC_0026448,5
ISIC_0028748,5
ISIC_0031814,5
ISIC_0024753,5
ISIC_0033630,4
ISIC_0030836,5
ISIC_0033231,5
ISIC_0026893,2
ISIC_0027753,0
ISIC_0026215,5
ISIC_0028735,3
ISIC_0026203,0
ISIC_0030331,5
ISIC_0031666,4
ISIC_0024879,5
ISIC_0031167,5
ISIC_0027973,2
ISIC_0026929,5
ISIC_0026705,5
ISIC_0025153,4
ISIC_0028017,4
ISIC_0031644,5
ISIC_0027311,5
ISIC_0029006,5
ISIC_0028132,0
ISIC_0030390,4
ISIC_0030259,5
ISIC_0032964,5
ISIC_0027155,4
ISIC_0027890,5
ISIC_0030344,0
ISIC_0027428,2
ISIC_0026615,5
ISIC_0032934,5
ISIC_0031209,5
ISIC_0026022,5
ISIC_0030973,5
ISIC_0033309,5
ISIC_0032920,5
ISIC_0027525,1
ISIC_0033437,2
ISIC_0032077,5
ISIC_0028538,5
ISIC_0034175,2
ISIC_0033308,5
ISIC_0028469,5
ISIC_0030383,2
ISIC_0027862,5
ISIC_0028917,5
ISIC_0028396,5
ISIC_0026345,5
ISIC_0028414,2
ISIC_0034102,5
ISIC_0024862,5
ISIC_0028281,5
ISIC_0024325,5
ISIC_0033294,5
ISIC_0030315,5
ISIC_0033004,4
ISIC_0028727,5
ISIC_0025997,5
ISIC_0034058,1
ISIC_0032533,4
ISIC_0030115,5
ISIC_0027439,5
ISIC_0030906,5
ISIC_0033564,5
ISIC_0029592,5
ISIC_0030514,1
ISIC_0032631,5
ISIC_0031603,5
ISIC_0032897,0
ISIC_0030583,2
ISIC_0027200,5
ISIC_0031452,5
ISIC_0028692,5
ISIC_0026250,5
ISIC_0025779,5
ISIC_0024923,0
ISIC_0031671,5
ISIC_0025688,5
ISIC_0033777,5
ISIC_0031797,5
ISIC_0030885,5
ISIC_0031238,5
ISIC_0027095,5
ISIC_0034055,5
ISIC_0029071,5
ISIC_0028467,4
ISIC_0026657,5
ISIC_0027955,5
ISIC_0028632,5
ISIC_0031641,5
ISIC_0026253,5
ISIC_0030128,5
ISIC_0030690,1
ISIC_0031759,6
ISIC_0025795,5
ISIC_0032699,4
ISIC_0031595,5
ISIC_0029813,5
ISIC_0034159,4
ISIC_0034288,5
ISIC_0031721,1
ISIC_0026281,4
ISIC_0029478,5
ISIC_0034088,5
ISIC_0028909,5
ISIC_0030831,5
ISIC_0027876,3
ISIC_0025535,5
ISIC_0026757,5
ISIC_0028510,5
ISIC_0028063,0
ISIC_0032840,4
ISIC_0030455,5
ISIC_0026729,0
ISIC_0031669,5
ISIC_0024673,1
ISIC_0027707,5
ISIC_0030771,5
ISIC_0031820,5
ISIC_0026885,5
ISIC_0032913,4
ISIC_0026079,5
ISIC_0025750,5
ISIC_0032009,5
ISIC_0026277,2
ISIC_0032395,2
ISIC_0032499,5
ISIC_0024409,2
ISIC_0030426,5
ISIC_0031886,5
ISIC_0031385,5
ISIC_0026264,5
ISIC_0024740,2
ISIC_0027705,5
ISIC_0029309,0
ISIC_0031683,5
ISIC_0033136,5
ISIC_0028404,2
ISIC_0029580,2
ISIC_0034098,5
ISIC_0032721,5
ISIC_0033845,5
ISIC_0028159,5
ISIC_0033381,5
ISIC_0034040,2
ISIC_0031214,5
ISIC_0029014,2
ISIC_0031113,5
ISIC_0027430,5
ISIC_0025846,5
ISIC_0031365,5
ISIC_0030343,5
ISIC_0026846,2
ISIC_0032539,5
ISIC_0033728,4
ISIC_0030431,5
ISIC_0030190,5
ISIC_0025627,2
ISIC_0027854,5
ISIC_0024434,5
ISIC_0027220,5
ISIC_0033947,4
ISIC_0025061,5
ISIC_0030917,5
ISIC_0031285,5
ISIC_0028859,5
ISIC_0026736,5
ISIC_0025947,5
ISIC_0033241,4
ISIC_0024307,5
ISIC_0033305,2
ISIC_0028711,5
ISIC_0027730,5
ISIC_0033890,5
ISIC_0033556,5
ISIC_0032558,5
ISIC_0033366,1
ISIC_0031059,5
ISIC_0027020,5
ISIC_0032975,4
ISIC_0030256,5
ISIC_0028694,5
ISIC_0029200,5
ISIC_0033799,5
ISIC_0025404,5
ISIC_0026592,5
ISIC_0032450,4
ISIC_0027751,5
ISIC_0027650,0
ISIC_0028224,0
ISIC_0033754,4
ISIC_0034233,4
ISIC_0033300,4
ISIC_0029779,1
ISIC_0032902,5
ISIC_0030967,5
ISIC_0030815,5
ISIC_0030270,5
ISIC_0031179,5
ISIC_0027984,5
ISIC_0030394,2
ISIC_0024584,5
ISIC_0024869,5
ISIC_0030049,5
ISIC_0029148,5
ISIC_0025503,5
ISIC_0025326,2
ISIC_0028419,1
ISIC_0026104,2
ISIC_0026879,5
ISIC_0028843,5
ISIC_0024779,5
ISIC_0032017,4
ISIC_0025133,5
ISIC_0031306,5
ISIC_0034231,5
ISIC_0032716,4
ISIC_0033679,4
ISIC_0028717,5
ISIC_0026095,5
ISIC_0024815,5
ISIC_0029654,5
ISIC_0031908,4
ISIC_0031554,4
ISIC_0027552,4
ISIC_0033702,5
ISIC_0025914,5
ISIC_0029414,5
ISIC_0026195,5
ISIC_0024357,5
ISIC_0029699,5
ISIC_0030245,0
ISIC_0029887,5
ISIC_0032612,5
ISIC_0034008,5
ISIC_0028939,5
ISIC_0024349,5
ISIC_0025180,2
ISIC_0024693,5
ISIC_0030305,5
ISIC_0030081,2
ISIC_0026708,5
ISIC_0025094,5
ISIC_0031213,5
ISIC_0028080,2
ISIC_0027795,0
ISIC_0029981,5
ISIC_0029880,2
ISIC_0026123,5
ISIC_0031551,5
ISIC_0025475,5
ISIC_0030743,5
ISIC_0030568,5
ISIC_0027880,5
ISIC_0024597,5
ISIC_0029112,5
ISIC_0025555,5
ISIC_0026534,5
ISIC_0033375,5
ISIC_0027877,5
ISIC_0031638,5
ISIC_0025234,4
ISIC_0028887,5
ISIC_0031481,5
ISIC_0033563,5
ISIC_0029039,3
